"Session","Date","Treatment","Protocol","Stage","DayNumber","Trial","ID","Latency","Reason","Scoring","Force"
257,"2024-04-22 15:21:00","CCD","AMN","POST",17,"I","DW 241",0.2,"Detection","Auto",5.34
258,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",0.2,"Detection","Auto",5.34
259,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",1.3,"Detection","Auto",29.28
260,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",0.2,"Detection","Auto",4.59
261,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",2,"Detection","Auto",45
262,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",0.8,"Detection","Auto",20.31
263,"2024-04-22 15:22:00","CCD","AMN","POST",17,"I","DW 241",1.9,"Detection","Auto",43.5
264,"2024-04-22 15:23:00","CCD","AMN","POST",17,"I","DW 241",0.6,"Detection","Auto",14.32
265,"2024-04-22 15:23:00","CCD","AMN","POST",17,"I","DW 241",2.3,"Detection","Auto",45
266,"2024-04-22 15:23:00","CCD","AMN","POST",17,"I","DW 241",1,"Detection","Auto",23.3
267,"2024-04-22 15:24:00","CCD","AMN","POST",17,"I","DW 241",0.3,"Detection","Auto",8.33
268,"2024-04-22 15:24:00","CCD","AMN","POST",17,"I","DW 241",0.4,"Detection","Auto",9.83
269,"2024-04-22 15:29:00","CCD","AMN","POST",17,"C","DW 241",1.5,"Detection","Auto",34.52
270,"2024-04-22 15:29:00","CCD","AMN","POST",17,"C","DW 241",1,"Detection","Auto",24.05
271,"2024-04-22 15:30:00","CCD","AMN","POST",17,"C","DW 241",1.8,"Detection","Auto",39.76
272,"2024-04-22 15:31:00","CCD","AMN","POST",17,"C","DW 241",6.1,"Detection","Auto",45
273,"2024-04-22 15:31:00","CCD","AMN","POST",17,"C","DW 241",1.1,"Detection","Auto",25.54
274,"2024-04-22 15:33:00","CCD","AMN","POST",17,"C","DW 241",0.7,"Detection","Auto",15.81
275,"2024-04-22 15:33:00","CCD","AMN","POST",17,"C","DW 241",0.4,"Detection","Auto",9.83
276,"2024-04-22 15:33:00","CCD","AMN","POST",17,"C","DW 241",1.9,"Detection","Auto",44.25
277,"2024-04-26 15:33:00","CCD","AMN","POST",21,"C","DW 241",2.5,"Detection","Auto",45
278,"2024-04-26 15:34:00","CCD","AMN","POST",21,"C","DW 241",1.1,"Detection","Auto",27.04
279,"2024-04-26 15:35:00","CCD","AMN","POST",21,"C","DW 241",1.9,"Detection","Auto",43.5
280,"2024-04-26 15:35:00","CCD","AMN","POST",21,"C","DW 241",1.3,"Detection","Auto",30.03
281,"2024-04-26 15:35:00","CCD","AMN","POST",21,"C","DW 241",2,"Detection","Auto",45
282,"2024-04-26 15:37:00","CCD","AMN","POST",21,"I","DW 241",0.9,"Detection","Auto",20.31
283,"2024-04-26 15:37:00","CCD","AMN","POST",21,"I","DW 241",1.5,"Detection","Auto",33.78
284,"2024-04-26 15:38:00","CCD","AMN","POST",21,"I","DW 241",1.6,"Detection","Auto",36.77
285,"2024-04-26 15:38:00","CCD","AMN","POST",21,"I","DW 241",2.9,"Detection","Auto",45
286,"2024-04-26 15:38:00","CCD","AMN","POST",21,"I","DW 241",1.4,"Detection","Auto",32.28
287,"2024-04-26 15:39:00","CCD","AMN","POST",21,"I","DW 241",1.9,"Detection","Auto",42.76
288,"2024-04-30 15:39:00","CCD","AMN","POST",25,"I","DW 241",1.3,"Detection","Auto",29.28
289,"2024-04-30 15:39:00","CCD","AMN","POST",25,"I","DW 241",0.8,"Detection","Auto",18.06
290,"2024-04-30 15:39:00","CCD","AMN","POST",25,"I","DW 241",1.6,"Detection","Auto",37.52
291,"2024-04-30 15:39:00","CCD","AMN","POST",25,"I","DW 241",0.6,"Detection","Auto",13.57
292,"2024-04-30 15:39:00","CCD","AMN","POST",25,"I","DW 241",0.8,"Detection","Auto",18.81
293,"2024-04-30 15:41:00","CCD","AMN","POST",25,"I","DW 241",0.6,"Detection","Auto",14.32
294,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",1.9,"Detection","Auto",43.5
295,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",2,"Detection","Auto",45
296,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",2.6,"Detection","Auto",45
297,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",3.7,"Detection","Auto",45
298,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",2.1,"Detection","Auto",45
299,"2024-04-30 15:41:00","CCD","AMN","POST",25,"C","DW 241",4.5,"Detection","Auto",45
300,"2024-04-26 16:26:00","PGM","AMN","PRE",0,"C","DW 24X",8,"Cutoff","Auto",45
301,"2024-04-26 16:29:00","PGM","AMN","PRE",0,"C","DW 24X",5.8,"Detection","Auto",45
302,"2024-04-26 16:30:00","PGM","AMN","PRE",0,"C","DW 24X",2.8,"Detection","Auto",41.51
303,"2024-04-26 16:32:00","PGM","AMN","PRE",0,"C","DW 24X",2.8,"Detection","Auto",42.51
304,"2024-04-26 16:32:00","PGM","AMN","PRE",0,"C","DW 24X",2.9,"Detection","Auto",44
305,"2024-04-26 16:32:00","PGM","AMN","PRE",0,"C","DW 24X",3,"Detection","Auto",45
306,"2024-04-26 16:33:00","PGM","AMN","PRE",0,"C","DW 24X",3.2,"Detection","Auto",45
307,"2024-04-26 16:33:00","PGM","AMN","PRE",0,"C","DW 24X",2.9,"Detection","Auto",43
308,"2024-04-26 16:34:00","PGM","AMN","PRE",0,"I","DW 24X",8,"Cutoff","Auto",45
309,"2024-04-26 16:35:00","PGM","AMN","PRE",0,"I","DW 24X",8,"Cutoff","Auto",45
310,"2024-04-26 16:35:00","PGM","AMN","PRE",0,"I","DW 24X",7.8,"Detection","Auto",45
311,"2024-04-26 16:35:00","PGM","AMN","PRE",0,"I","DW 24X",4.7,"Detection","Auto",45
312,"2024-04-26 16:36:00","PGM","AMN","PRE",0,"I","DW 24X",8,"Cutoff","Auto",45
313,"2024-04-26 16:36:00","PGM","AMN","PRE",0,"I","DW 24X",8,"Cutoff","Auto",45
314,"2024-04-26 16:37:00","PGM","AMN","PRE",0,"I","DW 24X",8,"Cutoff","Auto",45
315,"2024-04-30 15:45:00","PGM","AMN","POST",4,"I","DW 24X",3.3,"Detection","Auto",45
316,"2024-04-30 15:45:00","PGM","AMN","POST",4,"I","DW 24X",2.7,"Detection","Auto",40.01
317,"2024-04-30 15:45:00","PGM","AMN","POST",4,"I","DW 24X",2.1,"Detection","Auto",31.03
318,"2024-04-30 15:45:00","PGM","AMN","POST",4,"I","DW 24X",2.2,"Detection","Auto",32.53
319,"2024-04-30 15:45:00","PGM","AMN","POST",4,"I","DW 24X",1.8,"Detection","Auto",27.54
320,"2024-04-30 15:46:00","PGM","AMN","POST",4,"C","DW 24X",8,"Cutoff","Auto",45
321,"2024-04-30 15:46:00","PGM","AMN","POST",4,"C","DW 24X",8,"Cutoff","Auto",45
322,"2024-04-30 15:47:00","PGM","AMN","POST",4,"C","DW 24X",8,"Cutoff","Auto",45
323,"2024-04-30 15:47:00","PGM","AMN","POST",4,"C","DW 24X",8,"Cutoff","Auto",45
324,"2024-04-30 15:47:00","PGM","AMN","POST",4,"C","DW 24X",8,"Cutoff","Auto",45
325,"2024-04-30 15:48:00","PGM","AMN","POST",4,"I","DW 24X",2,"Detection","Auto",29.53
326,"2024-04-30 15:48:00","PGM","AMN","POST",4,"I","DW 24X",2.9,"Detection","Auto",42.51
327,"2024-04-30 15:48:00","PGM","AMN","POST",4,"I","DW 24X",2.4,"Detection","Auto",37.02
328,"2024-04-30 15:48:00","PGM","AMN","POST",4,"I","DW 24X",7.2,"Manual Stop","Auto",45
329,"2024-04-30 15:48:00","PGM","AMN","POST",4,"I","DW 24X",1.5,"Detection","Auto",23.55
330,"2024-05-03 15:21:00","CCD","AMN","POST",28,"C","DW 241",2.5,"Detection","Auto",36.52
331,"2024-05-03 15:22:00","CCD","AMN","POST",28,"C","DW 241",6.6,"Detection","Auto",45
332,"2024-05-03 15:25:00","CCD","AMN","POST",28,"C","DW 241",5.1,"Detection","Auto",45
333,"2024-05-03 15:26:00","CCD","AMN","POST",28,"C","DW 241",2.7,"Detection","Auto",41.01
334,"2024-05-03 15:28:00","CCD","AMN","POST",28,"C","DW 241",5.5,"Detection","Auto",45
335,"2024-05-03 15:29:00","CCD","AMN","POST",28,"I","DW 241",2.3,"Detection","Auto",34.02
336,"2024-05-03 15:30:00","CCD","AMN","POST",28,"I","DW 241",0.2,"Detection","Auto",3.09
337,"2024-05-03 15:30:00","CCD","AMN","POST",28,"I","DW 241",0.1,"Detection","Auto",2.59
338,"2024-05-03 15:31:00","CCD","AMN","POST",28,"I","DW 241",2.1,"Detection","Auto",31.53
339,"2024-05-03 15:32:00","CCD","AMN","POST",28,"I","DW 241",2.7,"Detection","Auto",40.51
340,"2024-05-03 15:34:00","CCD","AMN","POST",28,"I","DW 241",1,"Detection","Auto",14.57
341,"2024-05-03 15:34:00","CCD","AMN","POST",28,"I","DW 241",0.9,"Detection","Auto",14.07
342,"2024-05-03 15:35:00","CCD","AMN","POST",28,"I","DW 241",2.4,"Detection","Auto",36.52
343,"2024-05-03 15:38:00","CCD","AMN","POST",28,"I","DW 241",0.6,"Detection","Auto",10.58
344,"2024-05-06 18:04:00","PGM","AMN","POST",10,"C","DW 24X",7.7,"Detection","Auto",45
345,"2024-05-06 18:04:00","PGM","AMN","POST",10,"C","DW 24X",2.5,"Detection","Auto",38.02
346,"2024-05-06 18:05:00","PGM","AMN","POST",10,"C","DW 24X",2.2,"Detection","Auto",33.03
347,"2024-05-06 18:06:00","PGM","AMN","POST",10,"C","DW 24X",8,"Cutoff","Auto",45
348,"2024-05-06 18:06:00","PGM","AMN","POST",10,"C","DW 24X",3.2,"Detection","Auto",45
349,"2024-05-06 18:07:00","PGM","AMN","POST",10,"C","DW 24X",2.9,"Detection","Auto",44
350,"2024-05-06 18:07:00","PGM","AMN","POST",10,"I","DW 24X",2.3,"Detection","Auto",34.02
351,"2024-05-06 18:07:00","PGM","AMN","POST",10,"I","DW 24X",1.3,"Detection","Auto",20.06
352,"2024-05-06 18:07:00","PGM","AMN","POST",10,"I","DW 24X",2.4,"Detection","Auto",35.52
353,"2024-05-06 18:08:00","PGM","AMN","POST",10,"I","DW 24X",2.8,"Detection","Auto",42.01
354,"2024-05-06 18:08:00","PGM","AMN","POST",10,"I","DW 24X",1.7,"Detection","Auto",26.04
355,"2024-05-06 18:08:00","PGM","AMN","POST",10,"I","DW 24X",1.7,"Detection","Auto",27.04
356,"2024-05-06 18:09:00","PGM","AMN","POST",10,"C","DW 24X",3.8,"Detection","Auto",45
357,"2024-05-06 18:09:00","PGM","AMN","POST",10,"C","DW 24X",1.1,"Detection","Auto",16.06
358,"2024-05-06 18:10:00","PGM","AMN","POST",10,"C","DW 24X",3.1,"Detection","Auto",45
359,"2024-05-06 18:10:00","PGM","AMN","POST",10,"C","DW 24X",2.2,"Detection","Auto",32.53
360,"2024-05-06 18:10:00","PGM","AMN","POST",10,"C","DW 24X",3.5,"Detection","Auto",45
361,"2024-05-06 18:11:00","PGM","AMN","POST",10,"C","DW 24X",2.6,"Detection","Auto",39.51
362,"2024-05-06 18:11:00","PGM","AMN","POST",10,"C","DW 24X",1.7,"Detection","Auto",25.54
363,"2024-05-06 18:11:00","PGM","AMN","POST",10,"I","DW 24X",2.6,"Detection","Auto",40.01
364,"2024-05-06 18:12:00","PGM","AMN","POST",10,"I","DW 24X",0.7,"Detection","Auto",11.57
365,"2024-05-06 18:12:00","PGM","AMN","POST",10,"I","DW 24X",3.5,"Detection","Auto",45
366,"2024-05-06 18:12:00","PGM","AMN","POST",10,"I","DW 24X",0.6,"Detection","Auto",10.08
367,"2024-05-06 18:12:00","PGM","AMN","POST",10,"I","DW 24X",1,"Detection","Auto",16.06
368,"2024-05-06 18:12:00","PGM","AMN","POST",10,"I","DW 24X",0.6,"Detection","Auto",9.58
369,"2024-05-06 18:13:00","PGM","AMN","POST",10,"I","DW 24X",0.9,"Detection","Auto",14.57
370,"2024-05-06 18:13:00","PGM","AMN","POST",10,"I","DW 24X",1.9,"Detection","Auto",29.04
371,"2024-05-06 18:13:00","PGM","AMN","POST",10,"I","DW 24X",0.8,"Detection","Auto",12.57
372,"2024-05-07 15:59:00","PGM","AMN","PRE",0,"C","DW 270",8,"Cutoff","Auto",45
373,"2024-05-07 15:59:00","PGM","AMN","PRE",0,"C","DW 270",6.7,"Detection","Auto",45
374,"2024-05-07 16:00:00","PGM","AMN","PRE",0,"C","DW 270",6.9,"Detection","Auto",45
375,"2024-05-07 16:00:00","PGM","AMN","PRE",0,"C","DW 270",2.4,"Detection","Auto",36.02
376,"2024-05-07 16:01:00","PGM","AMN","PRE",0,"C","DW 270",6.4,"Detection","Auto",45
377,"2024-05-07 16:01:00","PGM","AMN","PRE",0,"C","DW 270",3.5,"Detection","Auto",45
378,"2024-05-07 16:02:00","PGM","AMN","PRE",0,"C","DW 270",2.4,"Detection","Auto",36.52
379,"2024-05-07 16:03:00","PGM","AMN","PRE",0,"C","DW 270",5.7,"Detection","Auto",45
380,"2024-05-07 16:03:00","PGM","AMN","PRE",0,"C","DW 270",8,"Cutoff","Auto",45
381,"2024-05-07 16:03:00","PGM","AMN","PRE",0,"C","DW 270",8,"Cutoff","Auto",45
382,"2024-05-07 16:04:00","PGM","AMN","PRE",0,"I","DW 270",8,"Cutoff","Auto",45
383,"2024-05-07 16:05:00","PGM","AMN","PRE",0,"I","DW 270",8,"Cutoff","Auto",45
384,"2024-05-07 16:05:00","PGM","AMN","PRE",0,"I","DW 270",3.9,"Detection","Auto",45
385,"2024-05-07 16:05:00","PGM","AMN","PRE",0,"I","DW 270",0,"Detection","Auto",1.6
386,"2024-05-07 16:06:00","PGM","AMN","PRE",0,"I","DW 270",8,"Cutoff","Auto",45
387,"2024-05-07 16:06:00","PGM","AMN","PRE",0,"I","DW 270",5.2,"Detection","Auto",45
388,"2024-05-07 16:06:00","PGM","AMN","PRE",0,"I","DW 270",4,"Detection","Auto",45
389,"2024-05-07 16:07:00","PGM","AMN","PRE",0,"I","DW 270",8,"Cutoff","Auto",45
390,"2024-05-10 15:15:00","PGM","AMN","POST",14,"C","DW 24X",3.1,"Detection","Auto",45
391,"2024-05-10 15:15:00","PGM","AMN","POST",14,"C","DW 24X",6.9,"Detection","Auto",45
392,"2024-05-10 15:15:00","PGM","AMN","POST",14,"C","DW 24X",3.5,"Detection","Auto",45
393,"2024-05-10 15:16:00","PGM","AMN","POST",14,"C","DW 24X",1.7,"Detection","Auto",26.04
394,"2024-05-10 15:16:00","PGM","AMN","POST",14,"C","DW 24X",2.1,"Detection","Auto",32.03
395,"2024-05-10 15:17:00","PGM","AMN","POST",14,"C","DW 24X",2.7,"Detection","Auto",41.01
396,"2024-05-10 15:17:00","PGM","AMN","POST",14,"I","DW 24X",2.6,"Detection","Auto",39.01
397,"2024-05-10 15:17:00","PGM","AMN","POST",14,"I","DW 24X",1.5,"Detection","Auto",22.55
398,"2024-05-10 15:17:00","PGM","AMN","POST",14,"I","DW 24X",1.2,"Detection","Auto",19.06
399,"2024-05-10 15:18:00","PGM","AMN","POST",14,"I","DW 24X",0.1,"Detection","Auto",2.59
400,"2024-05-10 15:18:00","PGM","AMN","POST",14,"I","DW 24X",1.5,"Detection","Auto",23.05
401,"2024-05-10 15:18:00","PGM","AMN","POST",14,"I","DW 24X",1.3,"Detection","Auto",20.06
402,"2024-05-10 15:18:00","PGM","AMN","POST",14,"I","DW 24X",0.3,"Detection","Auto",6.09
403,"2024-05-10 15:19:00","PGM","AMN","POST",14,"I","DW 24X",2.7,"Detection","Auto",40.51
404,"2024-05-10 15:19:00","PGM","AMN","POST",14,"C","DW 24X",2.2,"Detection","Auto",32.03
405,"2024-05-10 15:19:00","PGM","AMN","POST",14,"C","DW 24X",1.2,"Detection","Auto",19.06
406,"2024-05-10 15:19:00","PGM","AMN","POST",14,"C","DW 24X",2.3,"Detection","Auto",35.02
407,"2024-05-10 15:36:00","PGM","AMN","POST",3,"I","DW 270",5.4,"Detection","Auto",45
408,"2024-05-10 15:36:00","PGM","AMN","POST",3,"I","DW 270",2.9,"Detection","Auto",43.5
409,"2024-05-10 15:36:00","PGM","AMN","POST",3,"I","DW 270",3.7,"Detection","Auto",45
410,"2024-05-10 15:36:00","PGM","AMN","POST",3,"I","DW 270",2.6,"Detection","Auto",39.01
411,"2024-05-10 15:36:00","PGM","AMN","POST",3,"I","DW 270",2.3,"Detection","Auto",35.02
412,"2024-05-10 15:37:00","PGM","AMN","POST",3,"I","DW 270",1.6,"Detection","Auto",24.55
413,"2024-05-10 15:37:00","PGM","AMN","POST",3,"I","DW 270",2.4,"Detection","Auto",37.02
414,"2024-05-10 15:37:00","PGM","AMN","POST",3,"I","DW 270",3.6,"Detection","Auto",45
415,"2024-05-10 15:37:00","PGM","AMN","POST",3,"I","DW 270",1.6,"Detection","Auto",25.04
416,"2024-05-10 15:37:00","PGM","AMN","POST",3,"I","DW 270",2,"Detection","Auto",30.03
417,"2024-05-10 15:38:00","PGM","AMN","POST",3,"I","DW 270",3,"Detection","Auto",45
418,"2024-05-10 15:38:00","PGM","AMN","POST",3,"I","DW 270",1.2,"Detection","Auto",19.06
419,"2024-05-10 15:38:00","PGM","AMN","POST",3,"I","DW 270",3.7,"Detection","Auto",45
420,"2024-05-10 15:39:00","PGM","AMN","POST",3,"C","DW 270",1.4,"Detection","Auto",21.55
421,"2024-05-10 15:39:00","PGM","AMN","POST",3,"C","DW 270",8,"Cutoff","Auto",45
422,"2024-05-10 15:39:00","PGM","AMN","POST",3,"C","DW 270",4,"Detection","Auto",45
423,"2024-05-10 15:39:00","PGM","AMN","POST",3,"C","DW 270",2.6,"Detection","Auto",40.01
424,"2024-05-10 15:40:00","PGM","AMN","POST",3,"C","DW 270",0.3,"Detection","Auto",4.59
425,"2024-05-10 15:40:00","PGM","AMN","POST",3,"C","DW 270",1.5,"Detection","Auto",23.05
426,"2024-05-10 15:40:00","PGM","AMN","POST",3,"C","DW 270",3.2,"Detection","Auto",45
427,"2024-05-10 15:41:00","PGM","AMN","POST",3,"C","DW 270",1.9,"Detection","Auto",28.54
428,"2024-05-10 15:41:00","PGM","AMN","POST",3,"C","DW 270",2.6,"Detection","Auto",39.51
429,"2024-05-10 15:41:00","PGM","AMN","POST",3,"C","DW 270",0.9,"Detection","Auto",14.07
430,"2024-05-10 16:02:00","BPR","AMN","PRE",0,"C","DW 291",8,"Cutoff","Auto",45
431,"2024-05-10 16:02:00","BPR","AMN","PRE",0,"C","DW 291",4.3,"Detection","Auto",45
432,"2024-05-10 16:03:00","BPR","AMN","PRE",0,"C","DW 291",2.7,"Detection","Auto",40.51
433,"2024-05-10 16:03:00","BPR","AMN","PRE",0,"C","DW 291",1.4,"Detection","Auto",22.05
434,"2024-05-10 16:05:00","BPR","AMN","PRE",0,"C","DW 291",7.2,"Detection","Auto",45
435,"2024-05-10 16:06:00","BPR","AMN","PRE",0,"C","DW 291",1.7,"Detection","Auto",26.54
436,"2024-05-10 16:06:00","BPR","AMN","PRE",0,"C","DW 291",2.5,"Detection","Auto",37.52
437,"2024-05-10 16:06:00","BPR","AMN","PRE",0,"C","DW 291",8,"Cutoff","Auto",45
438,"2024-05-10 16:07:00","BPR","AMN","PRE",0,"C","DW 291",3,"Detection","Auto",44
439,"2024-05-10 16:08:00","BPR","AMN","PRE",0,"C","DW 291",3.2,"Detection","Auto",45
440,"2024-05-10 16:09:00","BPR","AMN","PRE",0,"I","DW 291",2.4,"Detection","Auto",36.02
441,"2024-05-10 16:09:00","BPR","AMN","PRE",0,"I","DW 291",5.8,"Detection","Auto",45
442,"2024-05-10 16:09:00","BPR","AMN","PRE",0,"I","DW 291",6,"Detection","Auto",45
443,"2024-05-10 16:10:00","BPR","AMN","PRE",0,"I","DW 291",8,"Cutoff","Auto",45
444,"2024-05-10 16:10:00","BPR","AMN","PRE",0,"I","DW 291",3.4,"Detection","Auto",45
445,"2024-05-10 16:10:00","BPR","AMN","PRE",0,"I","DW 291",1.7,"Detection","Auto",25.04
446,"2024-05-10 16:11:00","BPR","AMN","PRE",0,"I","DW 291",5.5,"Detection","Auto",45
447,"2024-05-14 15:22:00","PGM","AMN","POST",18,"I","DW 24X",1.3,"Detection","Auto",19.56
448,"2024-05-14 15:22:00","PGM","AMN","POST",18,"I","DW 24X",3.4,"Detection","Auto",45
449,"2024-05-14 15:22:00","PGM","AMN","POST",18,"I","DW 24X",2.7,"Detection","Auto",40.51
450,"2024-05-14 15:22:00","PGM","AMN","POST",18,"I","DW 24X",2.5,"Detection","Auto",39.01
451,"2024-05-14 15:23:00","PGM","AMN","POST",18,"I","DW 24X",2,"Detection","Auto",30.03
452,"2024-05-14 15:23:00","PGM","AMN","POST",18,"I","DW 24X",1.2,"Detection","Auto",19.06
453,"2024-05-14 15:23:00","PGM","AMN","POST",18,"C","DW 24X",2.8,"Detection","Auto",42.01
454,"2024-05-14 15:24:00","PGM","AMN","POST",18,"C","DW 24X",2.5,"Detection","Auto",37.02
455,"2024-05-14 15:24:00","PGM","AMN","POST",18,"C","DW 24X",3,"Detection","Auto",45
456,"2024-05-14 15:24:00","PGM","AMN","POST",18,"C","DW 24X",6.2,"Detection","Auto",45
457,"2024-05-14 15:25:00","PGM","AMN","POST",18,"I","DW 24X",1.5,"Detection","Auto",23.05
458,"2024-05-14 15:25:00","PGM","AMN","POST",18,"I","DW 24X",0.7,"Detection","Auto",12.07
459,"2024-05-14 15:25:00","PGM","AMN","POST",18,"I","DW 24X",8,"Cutoff","Auto",45
460,"2024-05-14 15:25:00","PGM","AMN","POST",18,"I","DW 24X",4.9,"Detection","Auto",45
461,"2024-05-14 15:26:00","PGM","AMN","POST",18,"I","DW 24X",1.4,"Detection","Auto",21.05
462,"2024-05-14 15:26:00","PGM","AMN","POST",18,"I","DW 24X",1.4,"Detection","Auto",20.55
463,"2024-05-14 15:27:00","PGM","AMN","POST",18,"I","DW 24X",0.5,"Detection","Auto",8.08
464,"2024-05-14 15:27:00","PGM","AMN","POST",18,"I","DW 24X",1.9,"Detection","Auto",29.04
465,"2024-05-14 15:27:00","PGM","AMN","POST",18,"C","DW 24X",2.5,"Detection","Auto",38.02
466,"2024-05-14 15:27:00","PGM","AMN","POST",18,"C","DW 24X",5.3,"Manual Stop","Auto",45
467,"2024-05-14 15:27:00","PGM","AMN","POST",18,"C","DW 24X",2.9,"Detection","Auto",43
468,"2024-05-14 15:28:00","PGM","AMN","POST",18,"C","DW 24X",0.6,"Detection","Auto",10.08
469,"2024-05-14 15:28:00","PGM","AMN","POST",18,"C","DW 24X",8,"Cutoff","Auto",45
470,"2024-05-14 15:28:00","PGM","AMN","POST",18,"C","DW 24X",8,"Cutoff","Auto",45
471,"2024-05-14 15:28:00","PGM","AMN","POST",18,"C","DW 24X",8,"Cutoff","Auto",45
472,"2024-05-14 15:28:00","PGM","AMN","POST",18,"C","DW 24X",8,"Cutoff","Auto",45
473,"2024-05-14 15:29:00","PGM","AMN","POST",18,"C","DW 24X",8,"Cutoff","Auto",45
474,"2024-05-16 21:27:00","BPR","AMN","POST",6,"C","DW 291",2.4,"Detection","Auto",36.02
475,"2024-05-16 21:27:00","BPR","AMN","POST",6,"C","DW 291",3,"Detection","Auto",45
476,"2024-05-16 21:27:00","BPR","AMN","POST",6,"C","DW 291",8,"Cutoff","Auto",45
477,"2024-05-16 21:27:00","BPR","AMN","POST",6,"C","DW 291",8,"Cutoff","Auto",45
478,"2024-05-16 21:28:00","BPR","AMN","POST",6,"C","DW 291",8,"Cutoff","Auto",45
479,"2024-05-16 21:28:00","BPR","AMN","POST",6,"C","DW 291",1.9,"Detection","Auto",29.04
480,"2024-05-16 21:28:00","BPR","AMN","POST",6,"C","DW 291",3.9,"Detection","Auto",45
481,"2024-05-16 21:29:00","BPR","AMN","POST",6,"I","DW 291",8,"Cutoff","Auto",45
482,"2024-05-16 21:29:00","BPR","AMN","POST",6,"I","DW 291",3.6,"Detection","Auto",45
483,"2024-05-16 21:29:00","BPR","AMN","POST",6,"I","DW 291",3.4,"Detection","Auto",45
484,"2024-05-16 21:29:00","BPR","AMN","POST",6,"I","DW 291",1.7,"Detection","Auto",25.04
485,"2024-05-16 21:29:00","BPR","AMN","POST",6,"I","DW 291",0.3,"Manual Stop","Auto",4.09
486,"2024-05-16 21:30:00","BPR","AMN","POST",6,"I","DW 291",5.4,"Detection","Auto",45
487,"2024-05-16 21:30:00","BPR","AMN","POST",6,"I","DW 291",8,"Cutoff","Auto",45
488,"2024-05-16 21:30:00","BPR","AMN","POST",6,"I","DW 291",8,"Cutoff","Auto",45
489,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",3,"Detection","Auto",44
490,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",3.2,"Detection","Auto",45
491,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",2.8,"Detection","Auto",42.01
492,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",3.1,"Detection","Auto",45
493,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",1.4,"Detection","Auto",21.55
494,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",2.4,"Detection","Auto",36.02
495,"2024-05-16 21:31:00","BPR","AMN","POST",6,"I","DW 291",1.5,"Detection","Auto",23.05
496,"2024-05-16 21:32:00","BPR","AMN","POST",6,"I","DW 291",0.7,"Detection","Auto",11.57
497,"2024-05-16 21:33:00","BPR","AMN","POST",6,"I","DW 291",8,"Cutoff","Auto",45
498,"2024-05-16 21:36:00","BPR","AMN","POST",6,"C","DW 291",8,"Cutoff","Auto",45
499,"2024-05-16 21:36:00","BPR","AMN","POST",6,"C","DW 291",6,"Detection","Auto",45
500,"2024-05-16 21:36:00","BPR","AMN","POST",6,"C","DW 291",3.5,"Detection","Auto",45
501,"2024-05-16 21:36:00","BPR","AMN","POST",6,"C","DW 291",2.8,"Detection","Auto",42.51
502,"2024-05-16 21:37:00","BPR","AMN","POST",6,"C","DW 291",3.3,"Detection","Auto",45
503,"2024-05-16 21:37:00","BPR","AMN","POST",6,"C","DW 291",2.2,"Detection","Auto",31.53
504,"2024-05-16 21:37:00","BPR","AMN","POST",6,"C","DW 291",1.7,"Detection","Auto",26.04
505,"2024-05-16 21:37:00","BPR","AMN","POST",6,"C","DW 291",4.4,"Detection","Auto",45
506,"2024-05-16 21:37:00","BPR","AMN","POST",6,"C","DW 291",2.9,"Detection","Auto",43
507,"2024-05-16 21:38:00","BPR","AMN","POST",6,"C","DW 291",3.1,"Detection","Auto",45
508,"2024-05-16 21:38:00","BPR","AMN","POST",6,"I","DW 291",2.6,"Detection","Auto",39.51
509,"2024-05-16 21:39:00","BPR","AMN","POST",6,"I","DW 291",0.5,"Detection","Auto",8.08
510,"2024-05-16 21:39:00","BPR","AMN","POST",6,"I","DW 291",2,"Detection","Auto",31.03
511,"2024-05-16 21:39:00","BPR","AMN","POST",6,"I","DW 291",2.5,"Detection","Auto",37.52
512,"2024-05-16 21:40:00","BPR","AMN","POST",6,"I","DW 291",2.2,"Detection","Auto",33.53
513,"2024-05-16 21:40:00","BPR","AMN","POST",6,"I","DW 291",1.7,"Detection","Auto",25.04
514,"2024-05-16 21:40:00","BPR","AMN","POST",6,"I","DW 291",0.9,"Detection","Auto",14.07
515,"2024-05-16 21:44:00","PGM","AMN","POST",9,"I","DW 270",7.1,"Detection","Auto",45
